User,Film,rate
17.0,1089.0,5.0
17.0,1092.0,4.0
17.0,1213.0,5.0
17.0,1244.0,4.0
17.0,1245.0,4.0
17.0,1246.0,5.0
17.0,1248.0,5.0
17.0,1249.0,2.5
17.0,1251.0,3.5
17.0,1252.0,5.0
17.0,1255.0,2.0
17.0,1265.0,4.5
17.0,1267.0,5.0
17.0,1396.0,3.0
17.0,1411.0,5.0
17.0,1580.0,2.5
17.0,1597.0,2.5
17.0,1627.0,4.0
17.0,1645.0,3.5
17.0,1653.0,5.0
17.0,1673.0,4.5
17.0,1721.0,0.5
17.0,1729.0,2.5
17.0,1732.0,4.0
17.0,1809.0,3.0
17.0,1834.0,4.5
17.0,1884.0,5.0
17.0,1921.0,5.0
17.0,1923.0,3.0
17.0,1997.0,4.0
17.0,2010.0,5.0
17.0,2011.0,4.0
17.0,2012.0,4.0
17.0,2021.0,3.5
17.0,2023.0,4.0
17.0,2028.0,3.5
17.0,2067.0,4.5
17.0,2110.0,3.5
17.0,2117.0,4.5
17.0,2118.0,4.0
17.0,2160.0,4.5
17.0,2204.0,4.5
17.0,2232.0,4.5
17.0,2324.0,4.5
17.0,2455.0,4.0
17.0,2502.0,1.0
17.0,2539.0,2.5
17.0,2594.0,5.0
17.0,2657.0,3.0
17.0,2692.0,4.5
17.0,2762.0,4.5
17.0,2791.0,2.0
17.0,2892.0,3.5
17.0,2959.0,5.0
17.0,2973.0,5.0
17.0,3134.0,5.0
17.0,3160.0,2.5
17.0,3476.0,4.5
17.0,3578.0,4.0
17.0,3598.0,4.0
17.0,4034.0,4.0
17.0,4226.0,5.0
17.0,4437.0,5.0
17.0,4546.0,4.5
17.0,4552.0,4.0
17.0,4645.0,4.5
17.0,4886.0,3.5
17.0,4896.0,0.5
17.0,4973.0,4.5
17.0,4975.0,4.0
17.0,4993.0,4.5
17.0,4995.0,3.0
17.0,5060.0,0.5
17.0,5062.0,5.0
17.0,5072.0,2.5
17.0,5137.0,4.5
17.0,5608.0,4.5
17.0,5686.0,2.5
17.0,5881.0,4.0
17.0,6016.0,5.0
17.0,6538.0,4.0
17.0,6643.0,4.5
17.0,7090.0,4.0
17.0,7445.0,1.0
17.0,8195.0,3.0
17.0,8665.0,3.5
17.0,8690.0,3.0
17.0,8874.0,3.5
17.0,8914.0,4.5
17.0,8973.0,3.5
17.0,8983.0,2.5
17.0,27317.0,5.0
17.0,27721.0,4.0
17.0,27834.0,4.5
17.0,31410.0,5.0
17.0,31952.0,4.5
18.0,5.0,3.0
18.0,6.0,4.0
18.0,14.0,2.0
18.0,17.0,4.0
18.0,18.0,3.0
18.0,25.0,5.0
18.0,62.0,4.0
18.0,74.0,2.0
18.0,76.0,3.0
18.0,79.0,2.0
18.0,81.0,3.0
18.0,85.0,4.0
18.0,86.0,4.0
18.0,92.0,3.0
18.0,95.0,3.0
18.0,100.0,4.0
18.0,140.0,3.0
18.0,141.0,4.0
18.0,260.0,3.0
18.0,494.0,3.0
18.0,608.0,4.0
18.0,628.0,4.0
18.0,640.0,3.0
18.0,648.0,3.0
18.0,653.0,4.0
18.0,707.0,3.0
18.0,708.0,4.0
18.0,762.0,1.0
18.0,765.0,2.0
18.0,780.0,3.0
18.0,786.0,4.0
18.0,788.0,3.0
18.0,802.0,4.0
18.0,805.0,4.0
18.0,818.0,3.0
18.0,832.0,3.0
18.0,849.0,4.0
18.0,880.0,1.0
19.0,2.0,3.0
19.0,3.0,3.0
19.0,6.0,3.0
19.0,11.0,3.0
19.0,14.0,5.0
19.0,16.0,5.0
19.0,21.0,3.0
19.0,22.0,3.0
19.0,25.0,3.0
19.0,35.0,3.0
19.0,58.0,3.0
19.0,63.0,3.0
19.0,64.0,2.0
19.0,70.0,4.0
19.0,74.0,3.0
19.0,89.0,3.0
19.0,95.0,3.0
19.0,97.0,4.0
19.0,101.0,3.0
19.0,105.0,3.0
19.0,110.0,3.0
19.0,111.0,5.0
19.0,112.0,3.0
19.0,122.0,3.0
19.0,141.0,3.0
19.0,145.0,4.0
19.0,150.0,3.0
19.0,153.0,3.0
19.0,154.0,4.0
19.0,159.0,4.0
19.0,160.0,4.0
19.0,162.0,5.0
19.0,165.0,3.0
19.0,166.0,2.0
19.0,172.0,1.0
19.0,176.0,4.0
19.0,177.0,2.0
19.0,179.0,2.0
19.0,180.0,3.0
19.0,194.0,4.0
19.0,196.0,3.0
19.0,198.0,3.0
19.0,206.0,3.0
19.0,215.0,3.0
19.0,223.0,4.0
19.0,229.0,4.0
19.0,231.0,3.0
19.0,235.0,3.0
19.0,246.0,4.0
19.0,247.0,4.0
19.0,249.0,3.0
19.0,253.0,3.0
19.0,260.0,4.0
19.0,261.0,4.0
19.0,262.0,5.0
19.0,266.0,1.0
19.0,269.0,3.0
19.0,276.0,1.0
19.0,281.0,3.0
19.0,288.0,5.0
19.0,292.0,4.0
19.0,293.0,4.0
19.0,296.0,5.0
19.0,300.0,3.0
19.0,306.0,5.0
19.0,307.0,5.0
19.0,308.0,5.0
19.0,316.0,3.0
19.0,318.0,4.0
19.0,326.0,5.0
19.0,329.0,3.0
19.0,332.0,3.0
19.0,333.0,3.0
19.0,334.0,4.0
19.0,337.0,3.0
19.0,339.0,4.0
19.0,340.0,3.0
19.0,344.0,3.0
19.0,345.0,3.0
19.0,346.0,3.0
19.0,348.0,4.0
19.0,349.0,3.0
19.0,350.0,3.0
19.0,364.0,3.0
19.0,377.0,3.0
19.0,379.0,3.0
19.0,380.0,3.0
19.0,383.0,3.0
19.0,407.0,3.0
19.0,423.0,3.0
19.0,428.0,3.0
19.0,429.0,4.0
19.0,431.0,4.0
19.0,434.0,3.0
19.0,440.0,3.0
19.0,441.0,3.0
19.0,445.0,3.0
19.0,451.0,3.0
19.0,454.0,3.0
19.0,457.0,4.0
19.0,464.0,4.0
19.0,465.0,5.0
19.0,468.0,4.0
19.0,471.0,3.0
19.0,475.0,3.0
19.0,479.0,2.0
19.0,480.0,4.0
19.0,481.0,1.0
19.0,482.0,2.0
19.0,493.0,4.0
19.0,494.0,3.0
19.0,500.0,3.0
19.0,501.0,5.0
19.0,504.0,3.0
19.0,507.0,3.0
19.0,508.0,3.0
19.0,509.0,4.0
19.0,513.0,1.0
19.0,522.0,3.0
19.0,527.0,4.0
19.0,531.0,5.0
19.0,534.0,5.0
19.0,535.0,4.0
19.0,537.0,3.0
19.0,541.0,4.0
19.0,547.0,4.0
19.0,550.0,3.0
19.0,551.0,4.0
19.0,562.0,3.0
19.0,580.0,1.0
19.0,586.0,3.0
19.0,588.0,3.0
19.0,590.0,3.0
19.0,592.0,4.0
19.0,593.0,3.0
19.0,594.0,4.0
19.0,595.0,5.0
19.0,596.0,5.0
19.0,597.0,3.0
19.0,599.0,4.0
19.0,608.0,5.0
19.0,612.0,3.0
19.0,628.0,3.0
19.0,648.0,3.0
19.0,653.0,3.0
19.0,661.0,4.0
19.0,662.0,3.0
19.0,663.0,4.0
19.0,674.0,4.0
19.0,703.0,3.0
19.0,750.0,5.0
19.0,780.0,3.0
19.0,784.0,3.0
19.0,786.0,3.0
19.0,788.0,3.0
19.0,799.0,3.0
19.0,800.0,3.0
19.0,802.0,3.0
19.0,805.0,3.0
19.0,858.0,5.0
19.0,880.0,2.0
19.0,891.0,3.0
19.0,898.0,5.0
19.0,902.0,3.0
19.0,903.0,4.0
19.0,911.0,5.0
19.0,912.0,3.0
19.0,913.0,5.0
19.0,914.0,3.0
19.0,916.0,5.0
19.0,917.0,4.0
19.0,920.0,4.0
19.0,923.0,5.0
19.0,924.0,4.0
19.0,928.0,5.0
19.0,929.0,4.0
19.0,931.0,3.0
19.0,940.0,4.0
19.0,950.0,4.0
19.0,951.0,5.0
19.0,953.0,5.0
19.0,954.0,4.0
19.0,955.0,4.0
19.0,965.0,4.0
19.0,966.0,4.0
19.0,968.0,5.0
19.0,982.0,4.0
19.0,1023.0,4.0
19.0,1073.0,4.0
19.0,1088.0,3.0
19.0,1089.0,4.0
19.0,1090.0,4.0
19.0,1091.0,3.0
19.0,1092.0,1.0
19.0,1093.0,3.0
19.0,1103.0,4.0
19.0,1124.0,3.0
19.0,1126.0,3.0
19.0,1127.0,3.0
19.0,1213.0,5.0
19.0,1244.0,4.0
19.0,1246.0,3.0
19.0,1247.0,3.0
19.0,1248.0,4.0
19.0,1249.0,4.0
19.0,1250.0,4.0
19.0,1252.0,4.0
19.0,1253.0,4.0
19.0,1254.0,5.0
19.0,1257.0,5.0
19.0,1259.0,3.0
19.0,1260.0,5.0
19.0,1262.0,4.0
19.0,1265.0,4.0
19.0,1266.0,4.0
19.0,1267.0,4.0
19.0,1268.0,3.0
19.0,1269.0,4.0
19.0,1271.0,3.0
19.0,1272.0,3.0
19.0,1278.0,4.0
19.0,1282.0,4.0
19.0,1283.0,4.0
19.0,1284.0,4.0
19.0,1285.0,3.0
19.0,1370.0,4.0
19.0,1371.0,4.0
19.0,1372.0,2.0
19.0,1373.0,3.0
19.0,1374.0,3.0
19.0,1375.0,4.0
19.0,1376.0,3.0
19.0,1377.0,3.0
19.0,1378.0,2.0
19.0,1380.0,3.0
19.0,1381.0,3.0
19.0,1382.0,1.0
19.0,1387.0,5.0
19.0,1389.0,1.0
19.0,1391.0,2.0
19.0,1393.0,3.0
19.0,1394.0,5.0
19.0,1396.0,3.0
19.0,1405.0,3.0
19.0,1408.0,3.0
19.0,1441.0,3.0
19.0,2019.0,3.0
19.0,4970.0,4.0
20.0,107.0,3.5
20.0,110.0,2.0
20.0,150.0,3.0
20.0,153.0,4.0
20.0,207.0,2.5
20.0,231.0,1.0
20.0,260.0,1.5
20.0,296.0,0.5
20.0,316.0,3.5
20.0,318.0,4.5
20.0,344.0,1.0
20.0,364.0,3.5
20.0,380.0,4.0
20.0,457.0,4.5
20.0,480.0,3.0
20.0,497.0,5.0
20.0,500.0,3.0
20.0,527.0,2.5
20.0,588.0,3.5
20.0,590.0,2.0
20.0,592.0,4.0
20.0,593.0,0.5
20.0,595.0,4.0
20.0,597.0,4.0
20.0,608.0,2.0
20.0,671.0,4.0
20.0,745.0,5.0
20.0,750.0,4.0
20.0,780.0,5.0
20.0,858.0,2.0
20.0,905.0,3.5
20.0,912.0,2.0
20.0,1103.0,4.0
20.0,1247.0,1.0
20.0,1269.0,4.0
20.0,1378.0,3.0
20.0,1441.0,2.5
20.0,1580.0,5.0
20.0,1680.0,5.0
20.0,1907.0,4.0
20.0,2013.0,3.0
20.0,2690.0,5.0
20.0,2762.0,3.5
20.0,2959.0,0.5
20.0,4993.0,4.0
20.0,5618.0,3.5
20.0,5747.0,4.0
20.0,8970.0,2.5
20.0,26111.0,4.0
20.0,31116.0,5.0
20.0,47721.0,1.0
21.0,21.0,3.0
21.0,95.0,3.0
21.0,112.0,4.0
21.0,196.0,3.0
21.0,260.0,3.0
21.0,266.0,3.0
21.0,273.0,3.0
21.0,288.0,3.0
21.0,296.0,3.0
21.0,316.0,3.0
21.0,329.0,3.0
21.0,333.0,3.0
21.0,344.0,3.0
21.0,377.0,4.0
21.0,379.0,3.0
21.0,380.0,3.0
21.0,393.0,3.0
21.0,442.0,3.0
21.0,457.0,3.0
21.0,466.0,3.0
21.0,480.0,3.0
21.0,509.0,4.0
21.0,527.0,5.0
21.0,541.0,3.0
21.0,543.0,3.0
21.0,551.0,3.0
21.0,553.0,3.0
21.0,586.0,3.0
21.0,590.0,4.0
21.0,592.0,3.0
21.0,593.0,4.0
21.0,594.0,3.0
21.0,595.0,3.0
21.0,597.0,3.0
21.0,648.0,3.0
21.0,750.0,5.0
21.0,780.0,3.0
21.0,849.0,3.0
21.0,858.0,4.0
21.0,899.0,3.0
21.0,910.0,3.0
21.0,912.0,5.0
21.0,913.0,4.0
21.0,914.0,5.0
21.0,918.0,4.0
21.0,919.0,4.0
21.0,920.0,4.0
21.0,921.0,4.0
21.0,923.0,5.0
21.0,924.0,4.0
21.0,948.0,3.0
21.0,953.0,5.0
21.0,954.0,4.0
21.0,1088.0,2.0
21.0,1089.0,3.0
21.0,1090.0,4.0
21.0,1091.0,3.0
21.0,1103.0,3.0
21.0,1124.0,4.0
21.0,1125.0,4.0
21.0,1127.0,3.0
21.0,1246.0,4.0
21.0,1250.0,4.0
21.0,1252.0,3.0
21.0,1253.0,3.0
21.0,1254.0,5.0
21.0,1259.0,4.0
21.0,1265.0,3.0
21.0,1266.0,3.0
21.0,1281.0,4.0
21.0,1282.0,3.0
21.0,1283.0,4.0
21.0,1370.0,3.0
21.0,1371.0,3.0
21.0,1372.0,3.0
21.0,1373.0,3.0
21.0,1374.0,4.0
21.0,1375.0,3.0
21.0,1376.0,3.0
21.0,1380.0,3.0
21.0,1387.0,3.0
21.0,1394.0,4.0
21.0,1427.0,3.0
21.0,5060.0,3.0
22.0,70.0,3.0
22.0,153.0,3.0
22.0,158.0,1.0
22.0,163.0,4.5
22.0,173.0,1.5
22.0,231.0,2.5
22.0,235.0,2.0
22.0,253.0,4.5
22.0,260.0,4.0
22.0,267.0,2.0
22.0,296.0,5.0
22.0,315.0,3.0
22.0,442.0,2.5
22.0,457.0,4.5
22.0,480.0,4.5
22.0,541.0,4.5
22.0,551.0,5.0
22.0,552.0,3.0
22.0,586.0,1.0
22.0,588.0,2.0
22.0,592.0,4.5
22.0,593.0,4.5
22.0,648.0,5.0
22.0,784.0,1.5
22.0,858.0,4.0
22.0,1089.0,4.0
22.0,1255.0,4.0
22.0,1371.0,2.0
22.0,1372.0,4.0
22.0,1374.0,3.5
22.0,1375.0,4.0
22.0,1376.0,4.0
22.0,1377.0,4.0
22.0,1387.0,4.0
22.0,1391.0,3.5
22.0,1544.0,3.0
22.0,1580.0,4.0
22.0,1608.0,2.5
22.0,1641.0,2.0
22.0,1645.0,2.5
22.0,1682.0,2.5
22.0,1721.0,3.0
22.0,1722.0,3.5
22.0,1884.0,4.5
22.0,1909.0,3.0
22.0,1917.0,2.5
22.0,1923.0,2.5
22.0,1997.0,3.0
22.0,2006.0,2.5
22.0,2011.0,3.5
22.0,2023.0,3.5
22.0,2115.0,3.5
22.0,2232.0,3.5
22.0,2288.0,4.0
22.0,2291.0,4.5
22.0,2459.0,4.0
22.0,2502.0,1.5
22.0,2605.0,2.0
22.0,2616.0,2.5
22.0,2617.0,2.5
22.0,2657.0,2.0
22.0,2701.0,2.0
22.0,2762.0,4.0
22.0,2959.0,4.0
22.0,2990.0,3.0
22.0,3033.0,4.0
22.0,3052.0,2.5
22.0,3081.0,5.0
22.0,3082.0,3.5
22.0,3176.0,2.5
22.0,3527.0,4.0
22.0,3578.0,3.0
22.0,4011.0,4.5
22.0,4105.0,4.0
22.0,4226.0,5.0
22.0,4643.0,2.5
22.0,4701.0,4.0
22.0,4886.0,4.0
22.0,4896.0,3.5
22.0,4975.0,4.5
22.0,4993.0,5.0
22.0,5816.0,3.5
22.0,6373.0,2.0
22.0,6934.0,2.0
22.0,7454.0,3.0
22.0,8368.0,3.5
22.0,8961.0,3.5
22.0,30793.0,4.0
22.0,31184.0,4.5
22.0,31696.0,4.0
23.0,6.0,3.5
23.0,11.0,3.5
23.0,16.0,4.0
23.0,19.0,2.0
23.0,20.0,1.5
23.0,24.0,3.5
23.0,58.0,3.5
23.0,62.0,4.0
23.0,89.0,4.0
23.0,104.0,3.5
23.0,110.0,3.5
23.0,111.0,5.0
23.0,150.0,3.5
23.0,153.0,3.0
23.0,154.0,4.0
23.0,172.0,2.5
23.0,185.0,3.5
23.0,224.0,4.0
23.0,235.0,4.0
23.0,236.0,4.5
23.0,246.0,4.5
23.0,247.0,4.0
23.0,252.0,4.0
23.0,253.0,3.5
23.0,260.0,4.5
23.0,262.0,4.0
23.0,265.0,3.5
23.0,292.0,2.5
23.0,293.0,4.0
23.0,296.0,4.5
23.0,300.0,4.0
23.0,306.0,3.5
23.0,307.0,2.5
23.0,316.0,3.5
23.0,318.0,5.0
23.0,319.0,4.5
23.0,337.0,4.5
23.0,344.0,2.0
23.0,345.0,4.0
23.0,380.0,4.0
23.0,425.0,3.5
23.0,431.0,3.5
23.0,442.0,3.5
23.0,457.0,3.5
23.0,465.0,3.5
23.0,471.0,3.5
23.0,480.0,3.5
23.0,492.0,4.5
23.0,497.0,4.5
23.0,508.0,4.5
23.0,509.0,4.5
23.0,527.0,3.5
23.0,532.0,3.5
23.0,535.0,4.5
23.0,539.0,2.5
23.0,541.0,3.0
23.0,586.0,3.5
23.0,588.0,4.0
23.0,590.0,2.5
23.0,592.0,3.5
23.0,593.0,4.5
23.0,595.0,4.5
23.0,597.0,3.0
23.0,605.0,4.0
23.0,608.0,4.5
23.0,648.0,4.5
23.0,653.0,2.5
23.0,668.0,4.5
23.0,670.0,4.5
23.0,745.0,4.5
23.0,750.0,4.5
23.0,778.0,4.5
23.0,780.0,3.5
23.0,788.0,2.0
23.0,802.0,3.5
23.0,805.0,3.5
23.0,841.0,4.0
23.0,858.0,5.0
23.0,898.0,4.5
23.0,899.0,4.5
23.0,900.0,2.5
23.0,903.0,3.5
23.0,905.0,4.0
23.0,909.0,3.5
23.0,910.0,4.5
23.0,911.0,4.0
23.0,912.0,5.0
23.0,913.0,4.0
23.0,914.0,3.0
23.0,920.0,3.5
23.0,922.0,4.5
23.0,923.0,5.0
23.0,924.0,3.5
23.0,926.0,4.0
23.0,928.0,4.5
23.0,931.0,4.5
23.0,942.0,4.0
23.0,948.0,3.5
23.0,949.0,3.5
23.0,953.0,4.5
23.0,954.0,5.0
23.0,955.0,3.5
23.0,965.0,3.5
23.0,1059.0,4.5
23.0,1089.0,3.5
23.0,1090.0,4.0
23.0,1103.0,4.5
23.0,1213.0,5.0
23.0,1244.0,3.5
23.0,1246.0,4.0
23.0,1247.0,4.0
23.0,1248.0,4.5
23.0,1250.0,4.0
23.0,1251.0,5.0
23.0,1252.0,4.5
23.0,1254.0,3.5
23.0,1260.0,4.0
23.0,1262.0,4.0
23.0,1265.0,4.0
23.0,1266.0,3.5
23.0,1267.0,5.0
23.0,1269.0,4.0
23.0,1272.0,2.0
23.0,1277.0,3.5
23.0,1280.0,5.0
23.0,1281.0,3.0
23.0,1284.0,4.0
23.0,1377.0,2.5
23.0,1380.0,2.5
23.0,1387.0,3.5
23.0,1391.0,3.5
23.0,1393.0,4.0
23.0,1394.0,4.0
23.0,1408.0,3.5
23.0,1411.0,3.5
23.0,1499.0,1.5
23.0,1544.0,2.0
23.0,1552.0,3.0
23.0,1556.0,0.5
23.0,1562.0,1.0
23.0,1580.0,3.5
23.0,1584.0,4.0
23.0,1608.0,2.5
23.0,1673.0,4.0
23.0,1682.0,5.0
23.0,1721.0,5.0
23.0,1722.0,3.0
23.0,1732.0,4.0
23.0,1735.0,4.5
23.0,1792.0,3.5
23.0,1835.0,3.5
23.0,1873.0,3.0
23.0,1900.0,3.5
23.0,1907.0,3.5
23.0,1917.0,2.0
23.0,1927.0,3.0
23.0,1931.0,4.0
23.0,1941.0,3.5
23.0,1944.0,4.0
23.0,1945.0,4.5
23.0,1946.0,4.0
23.0,1947.0,4.0
23.0,1949.0,3.5
23.0,1950.0,4.5
23.0,1951.0,3.0
23.0,1954.0,3.0
23.0,1955.0,4.0
23.0,1956.0,1.0
23.0,1957.0,3.5
23.0,1958.0,3.5
23.0,1959.0,2.5
23.0,1961.0,4.0
23.0,1997.0,3.5
23.0,2002.0,3.5
23.0,2010.0,3.5
23.0,2011.0,4.0
23.0,2012.0,4.5
23.0,2019.0,4.0
23.0,2022.0,4.0
23.0,2023.0,3.0
23.0,2028.0,4.0
23.0,2067.0,2.5
23.0,2115.0,4.0
23.0,2132.0,4.0
23.0,2143.0,1.5
23.0,2176.0,5.0
23.0,2186.0,5.0
23.0,2289.0,4.0
23.0,2291.0,4.0
23.0,2313.0,3.5
23.0,2321.0,5.0
23.0,2324.0,3.5
23.0,2333.0,3.5
23.0,2334.0,2.5
23.0,2357.0,4.0
23.0,2360.0,3.5
23.0,2501.0,4.0
23.0,2502.0,4.0
23.0,2539.0,2.0
23.0,2575.0,3.0
23.0,2617.0,3.5
23.0,2640.0,4.5
23.0,2648.0,4.5
23.0,2657.0,3.0
23.0,2692.0,5.0
23.0,2699.0,1.5
23.0,2721.0,3.5
23.0,2728.0,4.0
23.0,2731.0,5.0
23.0,2762.0,4.0
23.0,2805.0,2.5
23.0,2890.0,4.0
23.0,2959.0,3.5
23.0,2976.0,4.5
23.0,3019.0,3.5
23.0,3052.0,3.5
23.0,3053.0,2.0
23.0,3081.0,3.0
23.0,3082.0,2.5
23.0,3083.0,5.0
23.0,3088.0,2.5
23.0,3089.0,4.5
23.0,3114.0,3.5
23.0,3159.0,4.0
23.0,3160.0,4.5
23.0,3168.0,4.0
23.0,3176.0,5.0
23.0,3405.0,3.5
23.0,3489.0,3.5
23.0,3578.0,4.0
23.0,3681.0,3.5
23.0,3989.0,4.0
23.0,4011.0,4.5
23.0,4034.0,3.5
23.0,4148.0,1.0
23.0,4226.0,4.5
23.0,4235.0,4.0
23.0,4267.0,4.0
23.0,4344.0,0.5
23.0,4564.0,1.5
23.0,4641.0,4.0
23.0,4816.0,3.0
23.0,4823.0,4.0
23.0,4857.0,3.5
23.0,4886.0,3.5
23.0,4896.0,3.5
23.0,4967.0,5.0
23.0,4973.0,5.0
23.0,4975.0,2.0
23.0,4978.0,4.5
23.0,4979.0,4.0
23.0,4993.0,4.0
23.0,4995.0,4.5
23.0,5060.0,3.0
23.0,5147.0,4.0
23.0,5177.0,4.5
23.0,5470.0,3.0
23.0,5618.0,3.5
23.0,5816.0,2.5
23.0,5881.0,4.0
23.0,5902.0,5.0
23.0,5956.0,3.5
23.0,5971.0,4.5
23.0,5991.0,2.5
23.0,5995.0,4.5
23.0,6016.0,5.0
23.0,6404.0,3.5
23.0,6415.0,1.5
23.0,6440.0,3.5
23.0,6537.0,3.0
23.0,6552.0,3.5
23.0,6591.0,4.0
23.0,6620.0,3.5
23.0,6641.0,2.5
23.0,6643.0,4.5
23.0,6934.0,3.0
23.0,6947.0,2.5
23.0,7008.0,1.5
23.0,7088.0,4.0
23.0,7090.0,4.5
23.0,7234.0,4.0
23.0,7347.0,3.0
23.0,7942.0,3.0
23.0,8195.0,3.0
23.0,8338.0,3.5
23.0,8368.0,4.0
23.0,8464.0,3.5
23.0,8656.0,2.5
23.0,8873.0,4.5
23.0,8966.0,3.5
23.0,8970.0,4.5
23.0,8973.0,4.0
23.0,8984.0,3.0
23.0,25753.0,3.5
23.0,25769.0,4.5
23.0,26131.0,4.0
23.0,26242.0,5.0
23.0,27317.0,3.0
23.0,27721.0,3.0
23.0,30707.0,3.5
23.0,30793.0,3.5
23.0,31658.0,3.5
23.0,33166.0,5.0
23.0,34326.0,4.0
23.0,36529.0,3.5
23.0,37736.0,3.0
23.0,39183.0,4.5
23.0,39231.0,4.0
23.0,40629.0,4.0
23.0,40815.0,3.0
23.0,40819.0,3.0
23.0,41569.0,2.0
23.0,41571.0,2.5
23.0,41863.0,3.5
23.0,42418.0,3.5
23.0,42734.0,3.0
23.0,44191.0,4.5
23.0,45186.0,3.5
23.0,45722.0,2.5
23.0,48385.0,3.5
24.0,6.0,5.0
24.0,81.0,4.0
24.0,95.0,3.0
24.0,150.0,3.0
24.0,165.0,4.0
24.0,296.0,5.0
24.0,316.0,3.0
24.0,380.0,4.0
24.0,457.0,4.0
24.0,588.0,3.0
24.0,590.0,4.0
24.0,592.0,3.0
24.0,648.0,4.0
24.0,780.0,4.0
24.0,786.0,4.0
25.0,3.0,3.0
25.0,78.0,3.0
25.0,104.0,4.0
25.0,260.0,4.0
25.0,494.0,3.0
25.0,608.0,3.0
25.0,653.0,2.0
25.0,663.0,2.0
25.0,707.0,3.0
25.0,778.0,4.0
25.0,780.0,4.0
25.0,784.0,3.0
25.0,786.0,3.0
25.0,788.0,2.0
25.0,802.0,5.0
25.0,832.0,3.0
25.0,842.0,2.0
25.0,1073.0,5.0
25.0,1358.0,5.0
25.0,1391.0,2.0
25.0,1405.0,3.0
25.0,1483.0,3.0
26.0,63.0,0.5
26.0,69.0,4.5
26.0,153.0,3.5
26.0,165.0,2.5
26.0,260.0,3.0
26.0,296.0,3.5
26.0,316.0,0.5
26.0,318.0,4.0
26.0,344.0,0.5
26.0,377.0,3.0
26.0,380.0,3.0
26.0,457.0,3.5
26.0,480.0,2.5
26.0,500.0,1.0
26.0,593.0,3.5
26.0,608.0,3.5
26.0,648.0,2.5
26.0,778.0,4.5
26.0,780.0,3.5
26.0,858.0,4.0
26.0,1089.0,3.5
26.0,1405.0,1.5
26.0,1580.0,3.5
26.0,1653.0,3.5
26.0,1687.0,3.5
26.0,1732.0,4.0
26.0,1831.0,3.0
26.0,1884.0,4.0
26.0,2028.0,3.0
26.0,2355.0,4.0
26.0,2692.0,4.5
26.0,2959.0,4.0
26.0,3114.0,4.5
26.0,3578.0,2.5
26.0,4011.0,5.0
26.0,4226.0,4.0
26.0,4973.0,3.5
26.0,4979.0,4.0
26.0,4995.0,3.0
26.0,5608.0,4.0
26.0,6016.0,5.0
26.0,7445.0,4.5
26.0,8368.0,3.0
26.0,8665.0,4.0
26.0,8874.0,1.5
26.0,8961.0,4.0
26.0,27376.0,0.5
26.0,30810.0,3.0
26.0,31410.0,2.0
26.0,36529.0,4.0
26.0,37731.0,3.0
26.0,38061.0,4.5
26.0,44191.0,5.0
26.0,46976.0,4.0
26.0,47610.0,4.5
26.0,48780.0,4.5
26.0,49530.0,4.0
26.0,53129.0,4.5
26.0,54503.0,2.5
26.0,55167.0,0.5
26.0,55765.0,2.5
26.0,58559.0,5.0
26.0,59387.0,3.0
26.0,68954.0,3.5
27.0,73.0,5.0
27.0,111.0,4.0
27.0,296.0,4.0
27.0,527.0,5.0
27.0,593.0,4.0
27.0,1213.0,4.0
27.0,1584.0,4.0
27.0,1610.0,4.0
27.0,1639.0,4.0
27.0,1721.0,3.0
27.0,1892.0,4.0
27.0,2501.0,4.0
27.0,2502.0,4.0
27.0,2762.0,5.0
28.0,21.0,5.0
28.0,58.0,5.0
28.0,110.0,4.0
28.0,345.0,5.0
28.0,898.0,5.0
28.0,899.0,5.0
28.0,902.0,5.0
28.0,903.0,3.0
28.0,909.0,4.0
28.0,913.0,4.0
28.0,920.0,5.0
28.0,924.0,4.0
28.0,926.0,5.0
28.0,953.0,2.0
28.0,1059.0,5.0
28.0,1250.0,5.0
28.0,1252.0,5.0
28.0,1267.0,5.0
28.0,1366.0,5.0
28.0,1610.0,4.0
28.0,1831.0,1.0
28.0,1883.0,4.0
28.0,1945.0,5.0
28.0,1956.0,4.0
28.0,2019.0,2.0
28.0,2028.0,3.0
28.0,2109.0,5.0
28.0,2202.0,5.0
28.0,2291.0,4.0
28.0,2300.0,4.0
28.0,2324.0,5.0
28.0,2470.0,4.0
28.0,2662.0,4.0
29.0,778.0,5.0
29.0,1717.0,3.0
29.0,2459.0,3.5
29.0,5065.0,2.0
29.0,6934.0,2.5
29.0,58559.0,5.0
30.0,2.0,2.0
30.0,6.0,4.0
30.0,11.0,4.0
30.0,14.0,4.0
30.0,16.0,5.0
30.0,18.0,2.0
30.0,21.0,5.0
30.0,25.0,4.0
30.0,70.0,4.0
30.0,78.0,2.0
30.0,100.0,4.0
30.0,110.0,5.0
30.0,111.0,4.0
30.0,118.0,3.0
30.0,141.0,4.0
30.0,150.0,5.0
30.0,158.0,3.0
30.0,161.0,5.0
30.0,162.0,1.0
30.0,165.0,4.0
30.0,170.0,4.0
30.0,196.0,2.0
30.0,203.0,3.0
30.0,224.0,4.0
30.0,227.0,2.0
30.0,228.0,2.0
30.0,235.0,4.0
30.0,253.0,4.0
30.0,254.0,3.0
30.0,260.0,4.0
30.0,261.0,4.0
30.0,272.0,4.0
30.0,281.0,4.0
30.0,288.0,1.0
30.0,296.0,5.0
30.0,300.0,5.0
30.0,317.0,4.0
